op_unique_carrier,origin,arr_delay,cancelled,month
DL,PDX,-8.0,0,5
DL,TRI,-10.0,0,11
WN,MEM,90.0,0,12
NK,MIA,-17.0,0,3
UA,ATL,-24.0,0,3
YX,OMA,-12.0,0,8
AS,PAE,-11.0,0,4
OO,RAP,83.0,0,11
DL,MSP,-18.0,0,9
AS,DCA,30.0,0,8
WN,LAS,-12.0,0,11
WN,DEN,5.0,0,10
F9,TPA,-5.0,0,5
B6,JFK,125.0,0,5
OO,TUS,-18.0,0,8
AA,CLT,-12.0,0,5
AA,CLT,20.0,0,6
9E,ATL,-6.0,0,7
WN,FLL,0.0,0,10
OO,MBS,16.0,0,3
OO,ONT,-17.0,0,4
DL,ATL,-12.0,0,1
AA,DCA,25.0,0,12
DL,CLT,-10.0,0,6
AA,RDU,55.0,0,4
AA,MIA,31.0,0,5
AA,DFW,55.0,0,1
OO,PHX,14.0,0,6
WN,DEN,41.0,0,5
AA,STL,-2.0,0,7
HA,HNL,-4.0,0,6
UA,SMF,-22.0,0,4
OO,SLC,20.0,0,8
DL,GNV,12.0,0,9
WN,MSY,-9.0,0,9
9E,ATL,6.0,0,9
AA,CLT,-2.0,0,4
OH,PWM,2.0,0,12
YX,LGA,51.0,0,8
HA,HNL,-6.0,0,8
9E,DTW,86.0,0,8
B6,FLL,-3.0,0,3
UA,IAH,207.0,0,5
OO,ORD,-7.0,0,11
OO,COS,-19.0,0,4
UA,DFW,73.0,0,9
YX,ORD,1.0,0,5
YX,CMH,-17.0,0,5
OO,MSP,73.0,0,7
B6,PBI,40.0,0,3
WN,IND,-4.0,0,9
OO,COS,18.0,0,1
WN,OKC,-15.0,0,4
WN,PIT,-6.0,0,12
AS,PDX,43.0,0,6
UA,SJU,4.0,0,1
DL,GNV,-24.0,0,8
NK,DTW,16.0,0,6
G4,IAG,-15.0,0,10
AA,DCA,63.0,0,3
WN,DAL,0.0,0,2
AA,DFW,-22.0,0,9
UA,MCI,22.0,0,8
AA,SAT,-7.0,0,3
UA,ORD,14.0,0,8
OH,CLT,-15.0,0,8
YX,BNA,-7.0,0,8
UA,MCI,-19.0,0,7
WN,OAK,-22.0,0,2
9E,DTW,6.0,0,9
AS,SFO,9.0,0,1
OO,DEN,12.0,0,2
WN,BWI,-6.0,0,1
WN,MCO,1.0,0,1
WN,SMF,-13.0,0,8
OO,IAH,24.0,0,2
WN,HOU,-18.0,0,9
MQ,BNA,0.0,0,5
YX,LGA,-8.0,0,3
AA,COS,11.0,0,12
UA,IAH,11.0,0,12
MQ,DFW,-6.0,0,12
AS,HNL,-3.0,0,10
WN,TPA,-10.0,0,8
MQ,DFW,2.0,0,9
WN,DTW,2.0,0,8
OO,ABQ,-13.0,0,9
AA,DFW,-18.0,0,5
WN,SJC,82.0,0,8
DL,ATL,-12.0,0,7
NK,MCO,12.0,0,7
WN,BWI,6.0,0,3
DL,ORF,-5.0,0,3
AA,ALB,4.0,0,11
WN,ATL,-18.0,0,1
WN,MCI,-6.0,0,6
WN,SAT,-13.0,0,12
OH,CLT,-15.0,0,8
9E,PWM,-7.0,0,2
UA,EWR,24.0,0,10
WN,PHX,-9.0,0,2
UA,IAH,-5.0,0,1
AA,JAX,,1,6
DL,ATL,10.0,0,9
OH,PIA,-7.0,0,5
B6,RDU,29.0,0,1
MQ,DFW,-12.0,0,12
OO,DEN,-14.0,0,5
UA,DEN,-2.0,0,5
DL,DEN,-21.0,0,6
DL,FLL,-5.0,0,10
WN,BNA,-1.0,0,3
WN,PDX,80.0,0,9
UA,MSP,-1.0,0,8
AA,PHL,-20.0,0,10
OO,BNA,-16.0,0,11
DL,ATL,-11.0,0,12
OO,LAS,8.0,0,1
WN,PHX,-12.0,0,10
HA,LAX,-26.0,0,6
DL,MSP,-3.0,0,10
DL,CVG,-17.0,0,10
MQ,MIA,-8.0,0,1
DL,SLC,-16.0,0,10
OO,LAX,8.0,0,3
9E,TYS,-18.0,0,3
MQ,DFW,-10.0,0,12
DL,LAS,-22.0,0,2
YX,BOS,-10.0,0,10
AA,XNA,-10.0,0,1
OO,SEA,-3.0,0,12
DL,JFK,-20.0,0,3
OO,ORD,-18.0,0,3
WN,OGG,-3.0,0,8
OO,SEA,14.0,0,9
AA,DFW,23.0,0,9
UA,ORD,12.0,0,9
DL,FLL,-12.0,0,2
DL,DTW,-14.0,0,8
9E,ATL,-22.0,0,12
DL,TPA,-16.0,0,8
AA,MIA,14.0,0,11
NK,ATL,39.0,0,3
AA,PHX,-11.0,0,12
UA,DEN,-25.0,0,11
DL,MCO,-19.0,0,7
UA,ALB,-19.0,0,5
NK,MSY,1.0,0,7
NK,ATL,61.0,0,1
DL,IAH,8.0,0,5
WN,DAL,-10.0,0,4
OO,AUS,14.0,0,3
NK,SAT,-2.0,0,10
WN,DCA,-19.0,0,10
OO,DEN,-7.0,0,11
WN,DEN,12.0,0,10
NK,FLL,33.0,0,6
MQ,MIA,-13.0,0,9
YX,BGR,3.0,0,5
AA,CLT,-11.0,0,7
AA,DFW,-7.0,0,8
AA,LAS,-10.0,0,4
MQ,ORD,-4.0,0,10
UA,IAH,-10.0,0,12
NK,LAS,-13.0,0,4
MQ,TUS,0.0,0,4
AA,DFW,-24.0,0,2
AA,EWR,-9.0,0,12
DL,LAS,-20.0,0,2
AA,RSW,-28.0,0,6
WN,ORD,-17.0,0,9
DL,DFW,-10.0,0,12
B6,MSY,32.0,0,5
MQ,IND,-23.0,0,6
WN,LAS,4.0,0,2
UA,IAD,142.0,0,1
AA,MCO,-4.0,0,11
UA,DEN,-7.0,0,6
OH,CLT,26.0,0,3
9E,RDU,96.0,0,8
G4,TYS,-10.0,0,10
F9,LGA,-31.0,0,9
DL,ATL,-8.0,0,3
OH,SDF,-21.0,0,11
F9,DEN,-2.0,0,6
NK,EWR,-32.0,0,2
MQ,ORD,7.0,0,6
DL,SFO,13.0,0,3
WN,AUS,-9.0,0,4
OH,BHM,-13.0,0,2
DL,CVG,15.0,0,8
NK,FLL,37.0,0,2
AA,CLT,156.0,0,5
DL,JFK,-19.0,0,9
AS,JNU,39.0,0,8
HA,HNL,-2.0,0,8
AS,LAX,-26.0,0,3
WN,BWI,-22.0,0,8
YX,BOS,-20.0,0,1
UA,IAH,-8.0,0,3
YX,LGA,-3.0,0,2
OO,DSM,-14.0,0,9
DL,DAB,-22.0,0,10
UA,EWR,5.0,0,10
UA,LAX,-15.0,0,2
UA,BOS,5.0,0,10
MQ,AUS,-5.0,0,4
AA,DFW,8.0,0,2
9E,RDU,-27.0,0,6
UA,DEN,15.0,0,5
OO,ORD,-22.0,0,7
DL,ORD,-37.0,0,9
UA,LAS,-22.0,0,6
DL,RIC,-22.0,0,10
AA,MIA,-32.0,0,8
DL,DEN,-7.0,0,11
WN,PIT,-29.0,0,3
AA,SAV,9.0,0,7
WN,PHX,-15.0,0,6
OO,SEA,-22.0,0,11
UA,DSM,-9.0,0,9
WN,SMF,-26.0,0,12
AS,SEA,-18.0,0,5
AS,SEA,-38.0,0,3
DL,ATL,53.0,0,1
UA,BOS,-10.0,0,12
UA,FSD,-17.0,0,11
AA,PHL,-2.0,0,2
OH,DCA,8.0,0,8
UA,EWR,-8.0,0,10
WN,DEN,6.0,0,5
F9,LAS,28.0,0,10
WN,STL,-3.0,0,4
WN,PHX,-12.0,0,8
UA,LAX,-11.0,0,8
DL,MIA,-27.0,0,11
OH,BNA,16.0,0,5
YX,TYS,-2.0,0,4
AS,IAH,19.0,0,5
DL,BDL,-25.0,0,7
WN,HOU,22.0,0,12
WN,HNL,-10.0,0,11
AA,TPA,-24.0,0,5
B6,MCO,-33.0,0,11
NK,LGA,38.0,0,9
DL,AUS,-14.0,0,10
AA,JFK,17.0,0,5
WN,AUS,27.0,0,1
DL,LAX,-20.0,0,8
DL,FLL,-10.0,0,4
WN,SJC,8.0,0,9
AA,JAX,0.0,0,7
UA,LAX,-24.0,0,2
NK,ORD,-29.0,0,5
UA,EWR,-23.0,0,8
AA,PHL,-6.0,0,11
OH,AVL,-11.0,0,10
UA,IAH,86.0,0,6
NK,BWI,12.0,0,9
DL,JFK,69.0,0,6
AS,IAD,-2.0,0,6
YX,HHH,6.0,0,9
9E,SAV,-13.0,0,3
WN,BNA,-11.0,0,8
AA,SNA,-27.0,0,10
WN,PVD,49.0,0,7
AA,PHX,-10.0,0,1
WN,OMA,3.0,0,4
UA,SBP,-11.0,0,10
OO,LAX,-4.0,0,8
WN,MSY,4.0,0,9
AA,DFW,33.0,0,7
G4,PVU,-24.0,0,6
MQ,DFW,134.0,0,8
DL,ATL,-13.0,0,10
UA,CLT,-9.0,0,3
OO,PDX,0.0,0,8
OO,PDX,-10.0,0,12
AS,SEA,-2.0,0,10
WN,PIT,-2.0,0,5
WN,ATL,24.0,0,6
AA,DFW,2.0,0,2
WN,TPA,13.0,0,1
9E,ATL,26.0,0,1
OO,LAX,1.0,0,11
G4,BOI,-12.0,0,10
AS,SAN,16.0,0,9
HA,OGG,-7.0,0,2
UA,MCI,-10.0,0,2
9E,DTW,36.0,0,12
MQ,MLI,38.0,0,9
AA,CLT,-13.0,0,5
UA,SJC,2.0,0,12
AA,DFW,23.0,0,9
UA,CLE,5.0,0,3
DL,MSP,39.0,0,3
OO,ORD,138.0,0,1
9E,BNA,8.0,0,12
OO,BUF,-24.0,0,2
OO,GRK,-1.0,0,11
F9,MDW,-23.0,0,1
UA,SJC,0.0,0,6
9E,ATL,-17.0,0,10
WN,SMF,0.0,0,6
YX,EWR,-17.0,0,10
OO,ORD,-9.0,0,4
OO,DEN,-5.0,0,7
OH,DFW,0.0,0,1
HA,LAX,-14.0,0,10
AS,DEN,-9.0,0,8
DL,IND,-17.0,0,11
DL,ATL,40.0,0,12
UA,BOS,-15.0,0,10
YX,JFK,-13.0,0,7
AA,MCO,-22.0,0,10
WN,SNA,-11.0,0,10
AA,ATL,-12.0,0,11
DL,JFK,-7.0,0,5
B6,BOS,-19.0,0,12
OO,FLG,-4.0,0,9
AS,SEA,-9.0,0,4
WN,STL,-26.0,0,12
UA,SFO,-4.0,0,11
OO,IAH,-9.0,0,12
DL,ATL,23.0,0,5
UA,EWR,-2.0,0,7
OO,MBS,36.0,0,7
DL,JFK,-26.0,0,12
AA,DFW,-1.0,0,12
AA,FLL,27.0,0,4
OO,SNA,6.0,0,12
MQ,CLT,-2.0,0,10
WN,SAN,-16.0,0,1
DL,DTW,-16.0,0,5
AS,ATL,1.0,0,8
OO,LAS,63.0,0,9
AA,OKC,-13.0,0,11
OO,TYS,-10.0,0,4
DL,ATL,12.0,0,9
UA,MSN,-11.0,0,1
YX,BOS,-10.0,0,8
AA,PHL,-23.0,0,11
AS,PDX,29.0,0,7
9E,MGM,28.0,0,8
F9,BWI,-5.0,0,1
B6,TLH,165.0,0,6
NK,BWI,12.0,0,1
UA,IAH,-22.0,0,2
WN,SLC,-8.0,0,5
F9,RDU,103.0,0,12
WN,BUF,-7.0,0,7
MQ,DFW,28.0,0,5
WN,RDU,56.0,0,10
OO,ORD,-25.0,0,5
NK,LGA,-10.0,0,1
B6,STT,-22.0,0,6
YX,EWR,-18.0,0,5
AS,EWR,-17.0,0,11
AA,PHL,2.0,0,6
UA,SEA,-27.0,0,7
WN,AUS,-3.0,0,7
OO,ATW,-14.0,0,12
UA,ATL,-2.0,0,12
OH,CLT,-11.0,0,4
WN,SLC,-7.0,0,4
OH,PWM,-27.0,0,11
OO,SMF,9.0,0,11
OO,PDX,-33.0,0,3
WN,DEN,12.0,0,10
UA,ORD,-19.0,0,10
MQ,BNA,66.0,0,11
AA,DFW,-18.0,0,10
AA,CLT,-21.0,0,4
OO,MBS,84.0,0,1
DL,DTW,-14.0,0,7
DL,SEA,-24.0,0,2
DL,ATL,173.0,0,5
DL,ATL,5.0,0,5
WN,BNA,-10.0,0,12
WN,GSP,28.0,0,3
HA,SAN,10.0,0,11
UA,SAN,271.0,0,5
UA,SFO,-10.0,0,1
UA,MSY,35.0,0,6
WN,BWI,6.0,0,5
WN,BUF,-5.0,0,2
DL,SLC,-15.0,0,12
OH,CLT,91.0,0,12
F9,ATL,1.0,0,3
UA,AUS,-3.0,0,12
AA,DCA,9.0,0,1
AA,PHX,-6.0,0,9
HA,ITO,3.0,0,10
OO,MSP,-41.0,0,2
WN,ECP,2.0,0,5
OO,IAH,-17.0,0,9
G4,MYR,-9.0,0,11
DL,MCO,-28.0,0,12
WN,RDU,-6.0,0,6
AA,DFW,-35.0,0,3
AA,LAX,298.0,0,7
B6,BOS,-20.0,0,3
OH,CRW,12.0,0,11
WN,DAL,-21.0,0,10
WN,SEA,8.0,0,9
DL,ATL,-8.0,0,12
WN,ATL,-15.0,0,11
DL,JFK,-19.0,0,9
HA,HNL,22.0,0,2
UA,LIH,-3.0,0,7
UA,DEN,-9.0,0,4
B6,MCO,,1,7
WN,MDW,-6.0,0,11
OH,HPN,-21.0,0,10
AA,ATL,-17.0,0,4
WN,DAL,5.0,0,9
F9,SJU,105.0,0,2
F9,AUS,15.0,0,11
DL,HOU,-4.0,0,5
YX,CMH,-13.0,0,12
DL,DTW,7.0,0,8
OO,SUN,21.0,0,3
9E,MGM,-13.0,0,11
OO,DEN,-28.0,0,11
B6,HPN,12.0,0,7
AA,DFW,53.0,0,5
DL,LAS,-30.0,0,1
UA,RSW,-21.0,0,3
OH,BNA,-10.0,0,3
G4,JAX,191.0,0,4
UA,LAS,-13.0,0,5
9E,TRI,-23.0,0,6
AA,LAS,44.0,0,8
WN,BUR,-18.0,0,6
AS,SNA,-19.0,0,9
UA,IAH,2.0,0,10
AA,PHL,30.0,0,4
AA,JAX,0.0,0,6
OO,SFO,1.0,0,12
OH,TYS,1.0,0,4
MQ,CLT,-15.0,0,9
AA,PHL,-21.0,0,11
DL,ATL,-13.0,0,7
B6,SAN,2.0,0,4
AS,SAN,-13.0,0,5
AA,DFW,31.0,0,4
AS,SFO,69.0,0,7
OH,SDF,-4.0,0,3
UA,ANC,24.0,0,8
B6,SJU,-6.0,0,12
WN,RDU,-12.0,0,8
UA,SFO,-15.0,0,11
WN,MCI,-6.0,0,11
WN,LAS,0.0,0,11
DL,DEN,39.0,0,11
B6,BOS,-17.0,0,4
OH,DCA,-10.0,0,10
WN,HOU,-12.0,0,1
AA,DEN,93.0,0,8
OO,DFW,-5.0,0,9
WN,BNA,-9.0,0,9
OO,SEA,-1.0,0,8
NK,LAX,41.0,0,3
F9,MIA,,1,7
UA,FLL,-11.0,0,1
DL,ATL,14.0,0,7
DL,LAX,0.0,0,10
AA,MCO,-27.0,0,4
WN,MCI,-12.0,0,12
AA,CLT,-15.0,0,5
AA,PHL,-9.0,0,9
WN,TPA,52.0,0,3
AA,CLT,-13.0,0,12
AA,DFW,28.0,0,6
WN,MCO,58.0,0,12
B6,EWR,29.0,0,9
B6,DTW,-15.0,0,2
G4,LAS,-16.0,0,6
AA,LAX,11.0,0,10
AA,DFW,27.0,0,12
UA,LAX,-3.0,0,9
WN,OAK,90.0,0,12
OO,ORD,-24.0,0,4
B6,ALB,-16.0,0,6
OO,OKC,1.0,0,6
DL,ATL,8.0,0,6
OO,STS,4.0,0,11
DL,ATL,-16.0,0,4
WN,DTW,-2.0,0,1
B6,LAX,63.0,0,1
AA,DFW,2.0,0,2
DL,MSP,-11.0,0,3
WN,ALB,-6.0,0,8
YX,MEM,-3.0,0,10
WN,ORD,-1.0,0,11
AA,LGA,-7.0,0,9
OO,GRB,-24.0,0,2
UA,SJC,-14.0,0,9
DL,BNA,-8.0,0,5
F9,SLC,50.0,0,8
AA,DFW,7.0,0,11
WN,DCA,131.0,0,7
WN,DEN,94.0,0,11
AA,DCA,-31.0,0,12
UA,MCO,-11.0,0,9
DL,MSP,-11.0,0,12
AA,MFE,26.0,0,7
NK,FLL,19.0,0,11
AA,ORD,0.0,0,5
DL,JFK,,1,2
AA,DFW,33.0,0,11
OO,PHX,-24.0,0,4
YX,ORD,-7.0,0,12
F9,ONT,-7.0,0,10
DL,PIT,-28.0,0,10
G4,OMA,-12.0,0,10
DL,ATL,8.0,0,9
OO,LNK,,1,12
AA,RNO,-17.0,0,10
AA,MCI,-24.0,0,4
OH,PHL,-27.0,0,10
AA,CLT,-22.0,0,10
AS,IAD,51.0,0,9
G4,EYW,77.0,0,3
WN,RSW,-16.0,0,4
OO,LGA,89.0,0,3
UA,MSY,-17.0,0,12
B6,EWR,70.0,0,3
OO,HSV,-16.0,0,12
AA,LAS,-6.0,0,1
OO,LWS,-7.0,0,10
DL,SEA,-22.0,0,6
DL,SRQ,-15.0,0,1
DL,MIA,-11.0,0,10
MQ,DFW,-11.0,0,8
OO,ORD,8.0,0,10
AS,SEA,-16.0,0,12
B6,BOS,-26.0,0,5
OO,DTW,6.0,0,5
WN,PHX,8.0,0,3
UA,ORD,-4.0,0,3
AA,ORD,12.0,0,4
OO,IMT,-4.0,0,7
UA,TPA,-29.0,0,4
WN,SJU,-17.0,0,7
DL,ATL,-11.0,0,10
YX,MSN,-11.0,0,7
DL,ATL,-6.0,0,4
DL,ATL,-12.0,0,1
AS,DTW,-4.0,0,5
OO,SLC,2.0,0,12
UA,LGA,-14.0,0,5
OH,CHA,10.0,0,11
F9,PNS,-3.0,0,9
WN,PHX,-7.0,0,1
UA,IAH,-6.0,0,9
UA,EWR,3.0,0,10
DL,MSP,-9.0,0,3
AS,SIT,14.0,0,9
DL,ATL,315.0,0,7
UA,LAS,-37.0,0,6
AA,DFW,-4.0,0,3
AA,DCA,-4.0,0,2
AS,LAS,75.0,0,1
DL,ATL,29.0,0,10
DL,ATL,-4.0,0,3
MQ,MQT,-23.0,0,11
DL,IAH,-25.0,0,2
OH,ORF,-29.0,0,10
UA,PHL,-15.0,0,11
UA,LAX,-23.0,0,4
9E,LGA,109.0,0,7
G4,JAX,10.0,0,12
OO,SLC,-4.0,0,12
OO,ORD,-15.0,0,9
F9,ORD,108.0,0,8
AA,PVD,-9.0,0,4
DL,OMA,3.0,0,5
MQ,ORD,-29.0,0,8
DL,SLC,-7.0,0,3
OO,MSO,-12.0,0,5
DL,ATL,,0,7
WN,MSY,36.0,0,3
OO,OKC,0.0,0,10
UA,ORD,-16.0,0,5
DL,ATL,28.0,0,8
B6,LGA,-16.0,0,7
WN,AUS,8.0,0,9
OO,ORD,69.0,0,11
AS,TUS,13.0,0,11
9E,HSV,36.0,0,12
AA,SAN,-5.0,0,3
WN,DAL,-10.0,0,10
OO,BNA,15.0,0,7
UA,EWR,69.0,0,12
DL,BOS,-12.0,0,7
OO,AUS,1.0,0,6
WN,MDW,24.0,0,8
OO,DTW,-13.0,0,6
AA,IND,5.0,0,11
WN,PHX,7.0,0,5
WN,SBA,37.0,0,1
UA,DEN,-18.0,0,4
WN,LAS,-13.0,0,7
F9,TTN,-7.0,0,12
DL,JFK,-16.0,0,6
OO,SEA,-16.0,0,11
WN,LGA,-4.0,0,9
B6,PBI,7.0,0,5
NK,DFW,-40.0,0,4
DL,LAS,-17.0,0,9
OH,CLT,31.0,0,3
AA,SAN,-6.0,0,6
OO,ORD,47.0,0,9
B6,JFK,126.0,0,6
F9,MCO,-19.0,0,6
DL,MCO,-25.0,0,3
DL,LAX,-17.0,0,10
NK,PHL,-19.0,0,3
AA,DFW,133.0,0,11
WN,SFO,164.0,0,4
AA,PDX,-32.0,0,7
B6,FLL,2.0,0,11
WN,DEN,-17.0,0,12
DL,DAL,-11.0,0,9
WN,LAS,-14.0,0,4
AS,SJC,20.0,0,9
DL,ATL,1.0,0,4
DL,ATL,-6.0,0,12
NK,LAX,-21.0,0,2
UA,RSW,-4.0,0,3
MQ,ROC,,1,1
WN,HOU,-20.0,0,12
WN,TPA,-8.0,0,1
F9,ATL,-3.0,0,11
AS,SFO,-18.0,0,12
OO,ORD,-7.0,0,5
HA,HNL,-7.0,0,10
WN,MDW,41.0,0,4
9E,CVG,-4.0,0,7
AA,PHX,165.0,0,6
DL,BZN,-31.0,0,3
WN,RDU,-16.0,0,6
YX,STL,-10.0,0,12
AA,LAS,30.0,0,7
AA,FLL,-20.0,0,4
AA,PHL,0.0,0,10
9E,CVG,-20.0,0,4
DL,LGA,-6.0,0,6
YX,BOS,-1.0,0,4
MQ,SGF,-20.0,0,10
UA,SAT,-3.0,0,11
DL,MIA,-19.0,0,4
B6,BOS,31.0,0,4
NK,SNA,-14.0,0,6
DL,PHX,8.0,0,5
AA,SAN,-8.0,0,6
OO,MSP,-16.0,0,10
UA,OGG,-38.0,0,3
OO,CHS,2.0,0,11
WN,RSW,-24.0,0,4
UA,LAX,5.0,0,11
UA,SAN,0.0,0,11
9E,DTW,15.0,0,2
OO,GEG,-8.0,0,6
DL,SEA,3.0,0,2
YX,LGA,-10.0,0,2
F9,LGA,8.0,0,7
AA,JFK,-14.0,0,10
WN,GRR,-28.0,0,5
AA,DEN,9.0,0,9
B6,JFK,32.0,0,1
OO,DEN,10.0,0,7
OO,SFO,-10.0,0,8
F9,DFW,33.0,0,11
WN,DTW,-15.0,0,3
AA,MIA,43.0,0,3
DL,LAX,-24.0,0,10
MQ,TUL,1.0,0,5
OO,LAX,1.0,0,7
AA,CLT,-9.0,0,12
MQ,GJT,-11.0,0,12
DL,STL,-16.0,0,8
AS,CMH,-22.0,0,9
DL,RNO,-1.0,0,11
AA,HNL,-31.0,0,12
OO,ABQ,-7.0,0,5
YX,LGA,-6.0,0,1
AA,MSP,,1,4
AA,CLT,-28.0,0,7
UA,IAD,2.0,0,10
DL,PHX,-13.0,0,12
9E,LGA,-14.0,0,2
AA,PHL,-12.0,0,6
WN,BHM,46.0,0,7
OO,PDX,-13.0,0,9
DL,LGA,33.0,0,11
AA,STL,-3.0,0,8
WN,BWI,87.0,0,10
UA,LAX,-7.0,0,4
YX,MCI,-2.0,0,5
DL,MSN,4.0,0,7
WN,MCI,-9.0,0,4
AS,SAN,-21.0,0,7
UA,IAH,59.0,0,5
AA,DFW,-26.0,0,11
DL,DTW,-17.0,0,8
DL,LAS,-15.0,0,4
UA,DEN,60.0,0,4
DL,PHX,7.0,0,10
WN,ONT,-7.0,0,5
NK,MCO,-12.0,0,4
OO,LAX,0.0,0,7
G4,GRR,37.0,0,6
F9,ORD,-22.0,0,10
WN,PHX,-2.0,0,5
OH,GSO,-10.0,0,10
DL,ATL,109.0,0,4
NK,MCO,-2.0,0,3
OH,HPN,-5.0,0,7
AA,ATL,51.0,0,4
AS,SBP,-6.0,0,10
F9,HOU,-9.0,0,2
WN,ALB,7.0,0,11
DL,AUS,-18.0,0,9
AA,PIT,-1.0,0,5
DL,RDU,192.0,0,8
WN,MSY,13.0,0,4
AS,SEA,-10.0,0,10
OO,SBN,-16.0,0,12
F9,RDU,6.0,0,7
AA,CLT,-15.0,0,11
AS,SFO,-4.0,0,11
AA,MCI,-25.0,0,6
WN,SJC,-8.0,0,2
DL,SLC,15.0,0,7
OH,CLT,131.0,0,10
AA,PHL,-21.0,0,3
UA,SFO,-25.0,0,7
DL,ATL,-2.0,0,4
B6,DCA,8.0,0,11
OO,DTW,-2.0,0,8
WN,ATL,,0,7
OO,SEA,-15.0,0,12
DL,ATL,-4.0,0,9
OO,SBA,-19.0,0,1
DL,STL,-1.0,0,3
DL,BWI,-6.0,0,3
WN,SAN,7.0,0,4
WN,MDW,-27.0,0,11
DL,DCA,-23.0,0,3
WN,SLC,2.0,0,6
WN,SAN,9.0,0,5
AA,ORD,-14.0,0,7
WN,MDW,31.0,0,6
B6,MCO,31.0,0,7
AA,SNA,-12.0,0,10
OO,LAX,2.0,0,3
OO,SFO,226.0,0,2
DL,SEA,-12.0,0,2
WN,PHX,-16.0,0,8
F9,PHX,-16.0,0,11
NK,FLL,47.0,0,1
F9,SNA,277.0,0,7
WN,LAS,-13.0,0,5
UA,DEN,-7.0,0,9
G4,LAS,80.0,0,2
B6,BOS,203.0,0,1
AA,CLT,7.0,0,1
WN,SJC,-15.0,0,11
DL,ATL,27.0,0,1
OH,PIT,9.0,0,11
DL,GNV,-15.0,0,2
WN,VPS,-13.0,0,3
WN,MCO,48.0,0,5
OO,CMH,-30.0,0,2
B6,JFK,27.0,0,9
AS,SEA,3.0,0,10
OH,DCA,-19.0,0,11
UA,MSN,28.0,0,8
DL,ATL,-5.0,0,10
OO,SJC,31.0,0,2
AS,AUS,-21.0,0,3
F9,CLT,4.0,0,9
MQ,DFW,6.0,0,8
UA,EWR,-20.0,0,6
B6,SJU,-26.0,0,8
AA,JFK,-19.0,0,6
OO,FAT,-7.0,0,7
WN,BWI,52.0,0,4
AA,DFW,-41.0,0,1
UA,DEN,-5.0,0,4
UA,DEN,-23.0,0,12
AA,DFW,4.0,0,2
AA,PHX,0.0,0,6
UA,DEN,29.0,0,1
DL,SAV,3.0,0,5
DL,RDU,-31.0,0,11
DL,DTW,118.0,0,5
HA,HNL,-2.0,0,4
WN,STL,-17.0,0,9
AS,ORD,-37.0,0,9
UA,DCA,96.0,0,5
UA,TUS,,0,10
UA,IAH,-7.0,0,8
UA,TPA,-10.0,0,10
WN,DEN,-15.0,0,9
F9,LAX,-6.0,0,9
AA,CLT,34.0,0,9
UA,IAH,-17.0,0,9
WN,SAT,-12.0,0,9
AA,ORD,6.0,0,8
OO,DFW,-9.0,0,11
MQ,COU,-12.0,0,2
WN,BUR,-23.0,0,11
F9,MCO,-15.0,0,6
WN,PHX,-8.0,0,4
WN,DAL,-8.0,0,1
WN,LAS,0.0,0,12
DL,SAN,14.0,0,8
AA,CLT,-26.0,0,8
OO,ORD,-2.0,0,8
UA,EWR,,1,7
AA,SLC,29.0,0,10
UA,DEN,-15.0,0,2
WN,DAL,-27.0,0,2
UA,DEN,19.0,0,6
WN,MDW,70.0,0,7
DL,LGA,-5.0,0,12
DL,DEN,-21.0,0,10
OO,SLC,-16.0,0,1
MQ,DFW,-5.0,0,3
AA,JFK,30.0,0,10
OO,XNA,-22.0,0,10
OH,VPS,1.0,0,8
B6,JFK,-41.0,0,4
UA,LGA,-15.0,0,9
MQ,LIT,-11.0,0,10
UA,BUR,-9.0,0,4
DL,GNV,-22.0,0,7
WN,LAS,-16.0,0,11
WN,HOU,3.0,0,9
AA,ORD,-20.0,0,3
DL,SEA,-25.0,0,11
AA,MEM,-8.0,0,1
WN,OKC,-10.0,0,6
AA,AUS,7.0,0,2
DL,LGA,-12.0,0,7
WN,DAL,-19.0,0,1
OO,SLC,-17.0,0,2
F9,DCA,-23.0,0,5
WN,SNA,-11.0,0,4
NK,MSP,32.0,0,2
OO,LIT,37.0,0,6
WN,HOU,10.0,0,9
AS,MCI,-20.0,0,10
AA,BUF,-1.0,0,7
DL,GPT,-9.0,0,8
YX,EWR,-22.0,0,6
OO,GGG,-21.0,0,3
AA,BNA,-7.0,0,3
WN,DAL,-6.0,0,1
WN,DAL,50.0,0,5
OO,DEN,-9.0,0,10
F9,TTN,-12.0,0,12
AS,SEA,-16.0,0,7
UA,EWR,-8.0,0,12
WN,SFO,5.0,0,7
OO,FAR,19.0,0,8
DL,MSP,-5.0,0,8
B6,MCO,-14.0,0,2
G4,PVU,-20.0,0,9
DL,TYS,18.0,0,7
G4,PGD,17.0,0,2
NK,BUR,3.0,0,5
DL,BOS,-18.0,0,2
DL,PBI,17.0,0,12
WN,SFO,34.0,0,1
YX,CMH,-19.0,0,11
NK,IAH,-37.0,0,3
MQ,ORD,5.0,0,5
UA,ORD,-9.0,0,6
AA,DFW,-21.0,0,9
AA,VPS,12.0,0,10
DL,LAX,-32.0,0,1
UA,LGA,36.0,0,6
YX,CLT,-13.0,0,10
DL,MSP,-6.0,0,11
AA,DFW,-15.0,0,6
DL,ATL,-13.0,0,12
OO,SGU,-11.0,0,6
WN,BZN,-22.0,0,1
UA,LAX,-3.0,0,7
AA,LAS,-13.0,0,11
B6,DCA,-33.0,0,10
NK,SJC,-27.0,0,12
