op_unique_carrier,origin,arr_delay,cancelled,month
AA,JFK,-16.0,0,3
DL,DTW,-18.0,0,3
UA,ORD,-15.0,0,2
F9,DEN,12.0,0,10
WN,PHX,-13.0,0,5
AA,SAT,-3.0,0,2
MQ,LFT,-11.0,0,7
OO,LAX,-12.0,0,1
AA,DFW,-21.0,0,11
OO,ORD,26.0,0,12
WN,MCO,-18.0,0,12
UA,DEN,6.0,0,3
WN,DAL,3.0,0,1
DL,DFW,-4.0,0,8
AA,MIA,29.0,0,7
WN,MCO,-2.0,0,10
OO,LBB,-19.0,0,12
AA,DFW,90.0,0,6
YX,BOS,-2.0,0,7
DL,LGA,-34.0,0,10
F9,PDX,14.0,0,4
9E,LGA,,1,6
AS,SEA,-17.0,0,8
WN,STL,-20.0,0,1
AA,CLT,,1,8
AA,TPA,-8.0,0,12
AA,DFW,-7.0,0,3
AA,TYS,1.0,0,7
B6,MCO,-8.0,0,10
UA,EWR,-18.0,0,9
YX,DCA,-3.0,0,5
AA,DFW,6.0,0,12
OO,CLE,-13.0,0,11
9E,LGA,-29.0,0,11
AA,CLT,-6.0,0,10
UA,SFO,-4.0,0,8
DL,DTW,-29.0,0,6
DL,LAS,-6.0,0,10
YX,ORD,-2.0,0,5
WN,DAL,1.0,0,4
B6,PBI,-17.0,0,1
AA,DFW,,1,7
UA,ONT,16.0,0,6
G4,SAV,-18.0,0,3
YX,OMA,-12.0,0,8
UA,EWR,3.0,0,11
WN,CLT,-1.0,0,12
AA,ORD,-18.0,0,12
WN,DEN,-19.0,0,2
AA,MIA,10.0,0,11
UA,LGA,8.0,0,9
AA,MSY,-23.0,0,10
DL,SEA,-4.0,0,8
OO,DRO,-2.0,0,11
WN,DAL,-8.0,0,1
AS,SAN,0.0,0,8
9E,IAD,-17.0,0,3
DL,ATL,26.0,0,8
AS,SEA,5.0,0,8
G4,LAS,29.0,0,5
OO,DFW,1.0,0,3
AA,MIA,-19.0,0,7
G4,FLL,-8.0,0,12
UA,IAH,23.0,0,12
WN,BWI,37.0,0,7
B6,MCO,107.0,0,5
NK,EWR,309.0,0,7
DL,ROA,-13.0,0,9
WN,OAK,-5.0,0,11
UA,EWR,21.0,0,12
DL,MSP,-25.0,0,11
AA,CLT,472.0,0,7
UA,DEN,189.0,0,7
YX,CHS,-1.0,0,12
OO,SLC,9.0,0,7
YX,IAH,-11.0,0,5
AS,SEA,6.0,0,8
HA,HNL,9.0,0,11
AA,MIA,63.0,0,4
DL,PDX,-17.0,0,11
B6,LGA,32.0,0,9
AA,MIA,0.0,0,9
DL,SNA,10.0,0,7
WN,ELP,3.0,0,5
DL,EWR,-11.0,0,2
MQ,HHH,8.0,0,6
DL,ATL,-10.0,0,10
YX,RIC,-20.0,0,9
OO,MFR,3.0,0,3
AA,CLT,5.0,0,7
WN,HNL,19.0,0,6
AA,EWR,-12.0,0,11
UA,PHL,-24.0,0,4
WN,HOU,121.0,0,7
NK,EWR,0.0,0,12
AA,PHX,6.0,0,6
B6,MCO,-3.0,0,8
AA,ORD,48.0,0,6
OH,LEX,-10.0,0,12
WN,MDW,477.0,0,6
DL,GRR,-11.0,0,6
OO,PHX,8.0,0,11
AA,DFW,-6.0,0,2
WN,PDX,-1.0,0,8
WN,ABQ,-18.0,0,9
WN,SAN,1.0,0,10
DL,JAN,-8.0,0,4
WN,MCO,-8.0,0,11
DL,EWR,-6.0,0,4
DL,BOS,-7.0,0,6
WN,MCI,-21.0,0,1
AS,PSG,-10.0,0,9
YX,OKC,-15.0,0,12
OO,RDD,-21.0,0,6
AA,CLT,2.0,0,3
OO,BOI,-25.0,0,5
9E,DTW,-6.0,0,1
DL,MCI,-6.0,0,10
AA,ORD,-6.0,0,1
OH,CLT,-21.0,0,8
WN,LGB,45.0,0,6
WN,MHT,-25.0,0,8
OO,CID,-3.0,0,12
AA,MCO,-3.0,0,4
F9,SEA,-15.0,0,3
WN,BWI,72.0,0,4
NK,FLL,58.0,0,8
9E,RDU,-20.0,0,3
AA,DCA,166.0,0,1
DL,SAN,-10.0,0,2
DL,SMF,-16.0,0,6
9E,JFK,-17.0,0,10
DL,MSP,38.0,0,3
B6,BOS,-26.0,0,3
NK,LAS,-23.0,0,12
YX,LGA,-26.0,0,11
WN,FLL,-2.0,0,12
YX,SDF,-3.0,0,6
DL,SLC,-6.0,0,11
MQ,MIA,-6.0,0,12
WN,TPA,-14.0,0,11
AA,ORF,-10.0,0,5
DL,ATL,21.0,0,7
UA,EWR,-25.0,0,11
OO,DTW,-8.0,0,11
DL,DFW,-1.0,0,12
OH,CLT,-11.0,0,1
AS,LAS,66.0,0,6
WN,LGA,-12.0,0,8
MQ,DFW,-16.0,0,6
WN,PHX,-9.0,0,11
AA,SFO,5.0,0,3
AA,BDL,27.0,0,1
DL,ATL,-4.0,0,3
DL,ATL,6.0,0,6
AA,DFW,34.0,0,3
AS,BOI,-10.0,0,2
DL,ATL,-8.0,0,3
WN,PHX,-4.0,0,6
B6,RDU,89.0,0,6
MQ,FWA,-8.0,0,6
AA,CLT,-12.0,0,3
AA,PNS,123.0,0,3
WN,HNL,-8.0,0,11
DL,BHM,-11.0,0,4
YX,EWR,-25.0,0,10
YX,PWM,43.0,0,6
WN,HOU,-13.0,0,9
DL,MCI,64.0,0,10
DL,DTW,-20.0,0,9
WN,MKE,-4.0,0,7
AA,DFW,122.0,0,5
AS,LAX,-15.0,0,2
WN,BWI,-9.0,0,5
AA,MSY,-10.0,0,3
DL,LAX,-25.0,0,12
WN,MDW,-4.0,0,8
OO,JLN,-14.0,0,4
MQ,DFW,15.0,0,1
AA,CLT,-14.0,0,2
AA,SAT,29.0,0,7
DL,MYR,-33.0,0,12
DL,MSP,30.0,0,8
OO,SFO,-19.0,0,1
MQ,DFW,-2.0,0,11
MQ,PHX,-18.0,0,12
MQ,DFW,11.0,0,6
UA,RSW,-28.0,0,10
MQ,ORD,-6.0,0,9
AS,LAX,-2.0,0,5
OO,MSP,93.0,0,8
YX,ORD,-20.0,0,3
MQ,ORD,-7.0,0,10
OO,SUN,-17.0,0,1
WN,MEM,-1.0,0,9
OO,SEA,6.0,0,8
YX,BOS,-19.0,0,12
AA,BNA,-17.0,0,3
YX,ORD,-20.0,0,4
YX,DCA,8.0,0,9
AA,EWR,-38.0,0,11
AS,ORD,-1.0,0,12
WN,DAL,4.0,0,12
F9,DCA,-21.0,0,3
WN,DEN,-26.0,0,11
AA,DFW,7.0,0,7
HA,KOA,-4.0,0,6
DL,MSP,-10.0,0,6
NK,SAN,400.0,0,7
WN,LAX,3.0,0,3
9E,XNA,-1.0,0,9
DL,ATL,-3.0,0,2
WN,LGA,-17.0,0,1
AA,EWR,31.0,0,11
DL,JFK,-35.0,0,9
YX,CVG,-23.0,0,4
UA,IAH,-11.0,0,2
9E,CVG,-8.0,0,10
AA,MIA,0.0,0,10
AA,MSP,-17.0,0,2
WN,DAL,25.0,0,10
DL,MEM,-3.0,0,3
9E,LGA,-26.0,0,3
UA,CLE,-18.0,0,5
AA,DFW,-16.0,0,9
NK,IAH,-7.0,0,1
HA,HNL,-5.0,0,9
OH,BNA,-12.0,0,6
UA,DEN,-15.0,0,12
AA,CLT,-9.0,0,2
UA,SFO,67.0,0,2
AA,PHL,0.0,0,3
WN,SLC,10.0,0,4
UA,IAH,-15.0,0,12
AA,ORD,-17.0,0,2
G4,CVG,-6.0,0,3
YX,CLE,-15.0,0,8
B6,BOS,-7.0,0,4
DL,SEA,-23.0,0,10
WN,LAS,-20.0,0,9
OO,SFO,13.0,0,8
DL,ATL,27.0,0,7
9E,LGA,-21.0,0,5
MQ,DFW,-5.0,0,12
UA,DEN,0.0,0,3
WN,HOU,-7.0,0,1
OO,BFL,-16.0,0,5
9E,JFK,-17.0,0,6
HA,LIH,-8.0,0,11
AA,LGA,102.0,0,1
DL,MCI,-28.0,0,12
OH,PNS,85.0,0,3
OO,DFW,6.0,0,6
WN,BNA,3.0,0,8
DL,LAS,16.0,0,4
AS,DFW,-2.0,0,6
UA,EWR,20.0,0,5
DL,EYW,131.0,0,10
UA,LAX,33.0,0,2
OH,RIC,-18.0,0,10
AA,PBI,-19.0,0,10
AS,SEA,-11.0,0,11
9E,JAX,-5.0,0,6
AA,GEG,-29.0,0,4
HA,HNL,-13.0,0,10
HA,OAK,-12.0,0,6
G4,PIE,-35.0,0,11
NK,MCO,-10.0,0,9
WN,OAK,8.0,0,3
AA,TUS,-3.0,0,3
DL,ATL,-17.0,0,1
AA,DFW,18.0,0,3
UA,SEA,-3.0,0,3
AA,MCI,85.0,0,7
YX,BNA,1.0,0,3
NK,BWI,-26.0,0,5
WN,MSY,-5.0,0,11
UA,LAS,4.0,0,6
AA,DFW,-7.0,0,5
G4,BNA,-22.0,0,3
9E,ATL,-10.0,0,12
9E,CHO,-12.0,0,9
MQ,DSM,-7.0,0,10
NK,MCI,43.0,0,7
OO,SAN,10.0,0,11
9E,DTW,-13.0,0,11
DL,DEN,14.0,0,2
MQ,DFW,-3.0,0,6
NK,MCO,-1.0,0,7
NK,LAS,193.0,0,12
WN,BNA,-6.0,0,3
DL,LAX,-23.0,0,10
UA,IAH,25.0,0,9
AA,DFW,15.0,0,12
WN,SAN,1.0,0,9
DL,SLC,-11.0,0,2
AS,SEA,-19.0,0,10
AS,SEA,3.0,0,9
WN,DAL,7.0,0,4
WN,MDW,-13.0,0,9
WN,DEN,-16.0,0,5
YX,IND,-11.0,0,3
OO,GRB,165.0,0,1
DL,MIA,33.0,0,11
DL,MCO,98.0,0,8
DL,MCI,-3.0,0,4
UA,ORD,16.0,0,2
WN,PHX,-1.0,0,7
UA,IAH,-3.0,0,5
HA,LIH,-7.0,0,7
UA,EWR,12.0,0,2
OO,TUS,-18.0,0,3
G4,STC,43.0,0,2
UA,EWR,-17.0,0,2
B6,SYR,-8.0,0,6
WN,LAX,18.0,0,5
OO,FAR,-28.0,0,10
AA,MSP,56.0,0,7
WN,OKC,0.0,0,6
WN,LAS,-8.0,0,10
MQ,ELP,-6.0,0,4
AS,SFO,6.0,0,11
B6,PBI,-23.0,0,4
DL,ATL,-4.0,0,6
9E,BGM,-5.0,0,6
WN,SAN,-6.0,0,8
YX,CVG,3.0,0,12
WN,FLL,5.0,0,1
MQ,DFW,8.0,0,5
B6,DCA,59.0,0,8
B6,RSW,3.0,0,3
OO,BRD,-28.0,0,1
WN,MCO,-3.0,0,9
OO,RDD,-25.0,0,12
DL,DCA,-4.0,0,8
WN,BWI,,1,1
MQ,DFW,17.0,0,6
UA,LAX,-19.0,0,3
AS,BOS,14.0,0,5
WN,OMA,-5.0,0,4
AS,PDX,-1.0,0,8
OH,LFT,2.0,0,1
MQ,ORD,-12.0,0,8
WN,HRL,8.0,0,1
WN,DEN,2.0,0,5
UA,SFO,7.0,0,10
YX,BOS,-13.0,0,4
OO,LAX,-17.0,0,9
HA,HNL,-4.0,0,7
WN,LAS,15.0,0,4
AA,DFW,165.0,0,11
G4,HOU,-8.0,0,5
NK,ATL,-6.0,0,12
UA,LAX,-6.0,0,9
DL,LAS,-18.0,0,6
WN,JAN,-14.0,0,9
OO,ASE,-17.0,0,3
YX,PHL,-27.0,0,11
UA,IAD,-10.0,0,6
DL,MCO,6.0,0,4
UA,EWR,-25.0,0,10
UA,BDL,-8.0,0,12
WN,BUR,-14.0,0,12
AA,ORD,38.0,0,4
DL,RIC,-9.0,0,10
UA,DFW,-6.0,0,1
DL,SAT,-36.0,0,6
OO,DFW,-13.0,0,7
WN,MCO,121.0,0,5
AS,SNA,1.0,0,6
OH,AGS,20.0,0,7
DL,ATL,-14.0,0,1
MQ,CID,-11.0,0,7
WN,MCO,99.0,0,5
F9,DEN,1.0,0,6
NK,SJU,-1.0,0,6
YX,CMH,15.0,0,11
9E,ATL,-8.0,0,4
AA,PHX,-5.0,0,4
AA,FLL,-11.0,0,4
WN,LGA,-30.0,0,12
UA,DEN,185.0,0,10
AA,PHX,16.0,0,10
OO,DEN,5.0,0,6
DL,SLC,-11.0,0,4
AA,IND,-14.0,0,6
WN,SAN,-32.0,0,2
WN,DCA,-18.0,0,6
WN,AUS,-6.0,0,3
WN,LBB,-17.0,0,4
AA,RDU,51.0,0,4
AA,DFW,-6.0,0,6
WN,MIA,-15.0,0,3
WN,OMA,-7.0,0,9
DL,ATL,,0,10
MQ,ORF,-19.0,0,3
WN,RSW,-22.0,0,11
G4,SBN,-18.0,0,1
OO,IND,-8.0,0,12
YX,DCA,-32.0,0,11
WN,BUR,-16.0,0,12
WN,LGB,-8.0,0,8
DL,JFK,5.0,0,9
F9,PHL,1.0,0,4
MQ,PHX,-5.0,0,9
AA,JAX,-16.0,0,11
OO,DEN,-15.0,0,2
DL,LAS,-32.0,0,2
UA,FLL,3.0,0,12
AA,SBP,77.0,0,12
WN,DTW,-13.0,0,5
WN,AUS,25.0,0,5
OO,DEN,-30.0,0,3
WN,MDW,-25.0,0,2
UA,EWR,-4.0,0,4
WN,SEA,3.0,0,7
UA,HNL,86.0,0,10
9E,DCA,12.0,0,6
WN,MDW,-4.0,0,8
DL,VPS,-4.0,0,9
DL,BOS,98.0,0,12
DL,ATL,-20.0,0,1
WN,STL,0.0,0,4
AA,PIT,14.0,0,7
UA,LAX,-29.0,0,3
DL,DCA,-2.0,0,9
F9,MCO,49.0,0,1
WN,TUS,-9.0,0,11
OH,CLT,1.0,0,9
WN,PHX,-29.0,0,7
B6,BOS,50.0,0,7
WN,DEN,22.0,0,3
F9,MSP,-9.0,0,6
UA,ORD,84.0,0,12
G4,PGD,-13.0,0,3
AS,SEA,19.0,0,4
WN,BNA,6.0,0,12
AA,ORD,-2.0,0,9
WN,LAS,-24.0,0,12
B6,MSY,-16.0,0,8
WN,HOU,-13.0,0,7
UA,LAS,42.0,0,6
B6,DCA,-12.0,0,7
DL,DFW,-14.0,0,2
AA,CLT,-1.0,0,11
NK,FLL,-7.0,0,4
DL,STT,-17.0,0,6
AS,DEN,66.0,0,6
NK,IAH,12.0,0,12
B6,PBI,3.0,0,11
AA,PHX,-5.0,0,5
WN,SAT,-10.0,0,10
WN,OAK,-4.0,0,10
DL,EWR,-4.0,0,9
OO,SEA,-8.0,0,4
DL,ATL,-12.0,0,11
MQ,DFW,-17.0,0,8
DL,SAN,-5.0,0,2
OO,EUG,-11.0,0,8
AA,DCA,60.0,0,6
NK,LAX,-34.0,0,8
OO,CMH,32.0,0,7
B6,JFK,-37.0,0,9
UA,PDX,-29.0,0,9
DL,LAS,-19.0,0,4
AA,TUL,-10.0,0,6
WN,STL,-6.0,0,10
OO,SFO,-11.0,0,9
MQ,DCA,41.0,0,5
WN,IAD,4.0,0,3
DL,TPA,46.0,0,12
MQ,FAR,-10.0,0,7
9E,CLT,45.0,0,8
WN,PHX,-2.0,0,7
NK,LAS,4.0,0,1
UA,DTW,-7.0,0,10
OO,SEA,135.0,0,8
B6,AUS,23.0,0,8
DL,BOS,-41.0,0,3
DL,ABQ,1.0,0,11
WN,PHX,-17.0,0,1
NK,FLL,23.0,0,2
OH,CLT,204.0,0,4
DL,PHX,1.0,0,1
UA,ORD,3.0,0,9
WN,DCA,-26.0,0,3
WN,DAL,-16.0,0,3
F9,DFW,-22.0,0,4
OO,PDX,-13.0,0,10
G4,RIC,15.0,0,10
OO,ICT,-11.0,0,7
UA,ORD,30.0,0,9
WN,PHX,-14.0,0,3
YX,DCA,-12.0,0,4
DL,LAS,8.0,0,7
OO,PHX,2.0,0,8
NK,LGA,13.0,0,3
WN,PIT,9.0,0,10
WN,HOU,21.0,0,1
WN,BNA,-3.0,0,12
NK,EWR,-20.0,0,11
AA,DFW,9.0,0,3
MQ,STL,-20.0,0,10
AA,CHS,10.0,0,11
UA,EWR,-1.0,0,11
WN,LGA,-1.0,0,6
HA,HNL,155.0,0,4
9E,JFK,-42.0,0,11
WN,PHX,-24.0,0,5
UA,IAH,-11.0,0,8
DL,DTW,-12.0,0,4
YX,RDU,-9.0,0,12
MQ,GJT,-9.0,0,5
UA,SPN,-5.0,0,12
UA,SAN,-6.0,0,11
AA,DFW,253.0,0,3
F9,SEA,31.0,0,7
OO,IAH,-3.0,0,3
WN,ORF,-8.0,0,8
AA,DFW,22.0,0,2
AA,DFW,34.0,0,4
DL,PHX,-19.0,0,3
AA,CLT,32.0,0,3
DL,BDL,-10.0,0,4
WN,LGA,-20.0,0,5
AA,BGR,-22.0,0,6
MQ,BDL,13.0,0,1
OO,MSN,-20.0,0,12
B6,LAS,6.0,0,1
YX,DCA,1.0,0,8
AA,MKE,,1,5
WN,DEN,-12.0,0,7
OO,ASE,16.0,0,7
MQ,MLU,126.0,0,6
OO,BIL,-29.0,0,8
DL,ATL,9.0,0,12
MQ,DFW,30.0,0,7
AS,SEA,-15.0,0,6
WN,SJC,2.0,0,4
AS,GEG,-25.0,0,3
UA,RSW,16.0,0,6
OO,MAF,-8.0,0,8
UA,CVG,-11.0,0,6
F9,FLL,41.0,0,2
AA,MFE,-11.0,0,7
OH,ICT,-24.0,0,8
WN,BNA,24.0,0,8
WN,ECP,-6.0,0,8
DL,BOS,0.0,0,6
UA,ORD,30.0,0,4
WN,PDX,-7.0,0,9
OO,SJC,-12.0,0,8
AS,LAS,-11.0,0,10
OO,SBP,22.0,0,5
UA,ORD,-2.0,0,8
AA,PHL,-28.0,0,9
WN,JAX,-19.0,0,1
MQ,DFW,9.0,0,6
HA,LIH,7.0,0,1
DL,GRR,-16.0,0,9
DL,DTW,-17.0,0,9
WN,HNL,-12.0,0,10
WN,SJC,1.0,0,10
NK,IND,111.0,0,5
OO,SFO,-2.0,0,12
WN,PVD,-4.0,0,9
WN,OMA,-3.0,0,3
AS,PSG,-20.0,0,6
OO,SFO,-16.0,0,3
UA,DEN,-20.0,0,5
DL,TPA,-2.0,0,8
WN,ATL,-14.0,0,3
DL,AVL,-34.0,0,12
WN,MCI,-16.0,0,10
B6,JFK,7.0,0,3
DL,MSP,-5.0,0,12
OO,PSC,-16.0,0,10
AA,ORD,9.0,0,11
G4,FLL,-2.0,0,8
UA,LAX,-35.0,0,5
DL,ATL,-9.0,0,2
AA,STL,16.0,0,5
OO,LAX,-8.0,0,11
OH,DCA,-32.0,0,3
UA,DEN,-5.0,0,10
WN,DEN,-19.0,0,1
AA,TPA,118.0,0,3
UA,ORD,-14.0,0,10
OO,PHX,2.0,0,4
OO,LAX,-4.0,0,4
WN,SAN,-2.0,0,6
WN,BUF,-6.0,0,5
UA,BNA,11.0,0,4
F9,PHX,-9.0,0,12
DL,LGA,-21.0,0,10
HA,LAX,-11.0,0,12
NK,MCO,-11.0,0,4
DL,JFK,-32.0,0,1
OO,MLI,143.0,0,1
B6,ATL,-6.0,0,1
OH,JAX,-21.0,0,11
DL,SEA,20.0,0,4
OH,DCA,-15.0,0,2
DL,LGA,-25.0,0,9
DL,STT,-43.0,0,12
OO,LAX,48.0,0,7
WN,STL,3.0,0,3
DL,SLC,-21.0,0,5
9E,SAV,20.0,0,12
WN,LAS,14.0,0,8
DL,LGA,5.0,0,12
WN,PVD,-26.0,0,6
AA,LAX,5.0,0,1
AA,DFW,-13.0,0,1
WN,MCO,-11.0,0,8
WN,COS,-8.0,0,1
DL,SAT,-13.0,0,9
DL,SEA,2.0,0,3
F9,LAS,112.0,0,10
HA,KOA,-6.0,0,7
B6,BOS,-17.0,0,4
OO,GTF,0.0,0,3
9E,RIC,-22.0,0,10
AA,SAN,4.0,0,6
WN,BOS,-15.0,0,10
G4,ABE,-33.0,0,4
WN,SAT,262.0,0,5
WN,ICT,-16.0,0,1
DL,LAX,-21.0,0,2
OO,SLC,6.0,0,6
YX,LGA,-18.0,0,11
AA,BNA,-22.0,0,10
AA,MCI,-4.0,0,7
AA,ORD,-23.0,0,10
WN,LAS,15.0,0,5
DL,DTW,-17.0,0,5
WN,LAS,-11.0,0,5
AA,ROC,4.0,0,7
WN,DEN,-18.0,0,3
WN,DEN,0.0,0,2
OO,RNO,5.0,0,12
OO,SUX,196.0,0,8
MQ,DFW,-10.0,0,8
F9,MIA,13.0,0,3
DL,TUS,6.0,0,12
OO,FAT,-14.0,0,6
WN,GSP,-18.0,0,11
AS,SEA,24.0,0,8
AS,SEA,-13.0,0,2
AA,DCA,-26.0,0,9
OH,CLT,-4.0,0,10
DL,MSP,15.0,0,5
DL,DTW,90.0,0,9
DL,SLC,-8.0,0,9
AA,PHX,14.0,0,9
F9,IAH,10.0,0,5
AA,LGA,-17.0,0,7
OO,FSD,-2.0,0,12
NK,MYR,-2.0,0,8
G4,TYS,-12.0,0,10
DL,DTW,-3.0,0,11
OO,DEN,53.0,0,8
AA,MIA,5.0,0,5
UA,PDX,-8.0,0,2
UA,ORD,-9.0,0,11
AA,PHX,0.0,0,1
OO,ORD,33.0,0,7
9E,FAY,6.0,0,12
AS,SEA,-9.0,0,11
UA,AUS,7.0,0,3
OH,CLT,83.0,0,12
B6,BDL,97.0,0,7
OO,LAX,-20.0,0,7
WN,IND,4.0,0,7
AA,RDU,3.0,0,8
MQ,PHX,7.0,0,5
OO,SAN,30.0,0,3
AA,DFW,-9.0,0,3
WN,SNA,-12.0,0,1
WN,SAT,-5.0,0,11
DL,LAX,-18.0,0,1
B6,MSY,-9.0,0,2
UA,AVL,-24.0,0,9
WN,SMF,-4.0,0,11
AA,SEA,-37.0,0,6
OO,ORD,11.0,0,10
OH,BHM,-3.0,0,12
OO,SLC,-35.0,0,10
YX,LGA,-28.0,0,6
DL,ATL,1.0,0,4
AA,LAS,-4.0,0,4
DL,ATL,-4.0,0,12
OH,MHT,-19.0,0,9
WN,RSW,1.0,0,6
UA,CLE,-8.0,0,10
WN,PDX,-23.0,0,9
DL,SEA,-10.0,0,5
B6,HPN,64.0,0,12
AA,BNA,-25.0,0,4
OO,SGF,-7.0,0,1
AS,LIH,10.0,0,4
AA,PHL,-32.0,0,10
OO,DEN,-2.0,0,2
YX,BDL,-20.0,0,9
WN,MDW,23.0,0,1
DL,DEN,-14.0,0,4
DL,MCI,5.0,0,4
OO,SLC,15.0,0,7
AA,OKC,98.0,0,3
G4,AVL,-25.0,0,4
DL,PIT,21.0,0,8
MQ,DFW,-10.0,0,1
OO,DLH,-9.0,0,7
F9,TPA,104.0,0,8
OH,CID,17.0,0,2
AA,CLT,381.0,0,6
AA,PDX,-20.0,0,12
UA,RDU,-31.0,0,11
WN,HOU,184.0,0,7
YX,LGA,-24.0,0,3
DL,ATL,-14.0,0,8
OO,PIA,59.0,0,3
DL,ATL,18.0,0,3
AA,DFW,-18.0,0,9
WN,HOU,33.0,0,3
WN,PHX,3.0,0,10
OO,DFW,6.0,0,1
DL,DTW,-22.0,0,9
YX,CLE,-19.0,0,5
OO,DFW,-10.0,0,11
NK,MCO,-25.0,0,10
AA,ORD,270.0,0,6
G4,PGD,-4.0,0,7
WN,FLL,68.0,0,1
YX,DCA,-15.0,0,11
YX,ORD,15.0,0,12
AS,SAN,2.0,0,7
UA,SAN,-18.0,0,5
AS,PDX,4.0,0,8
DL,ATL,-14.0,0,10
WN,BNA,20.0,0,3
AA,DFW,33.0,0,7
MQ,LBB,-16.0,0,9
UA,DEN,65.0,0,3
OO,LAX,-5.0,0,6
YX,HYA,9.0,0,8
NK,ATL,23.0,0,4
OO,MKE,-22.0,0,1
YX,ROC,-22.0,0,7
UA,ORD,-31.0,0,12
UA,IAH,6.0,0,2
OO,BOI,-14.0,0,12
DL,SLC,-6.0,0,10
WN,AUS,-6.0,0,1
UA,MYR,-25.0,0,10
WN,MSY,-12.0,0,7
AA,SAT,15.0,0,9
F9,RDU,-35.0,0,11
UA,IAH,-11.0,0,10
OO,DTW,-17.0,0,8
AA,MIA,275.0,0,7
YX,EWR,32.0,0,1
WN,OAK,-2.0,0,1
UA,DEN,41.0,0,2
YX,BOS,-12.0,0,10
AA,DFW,1.0,0,10
DL,ATL,82.0,0,7
AA,EUG,-4.0,0,10
AA,JAX,-11.0,0,9
DL,LGA,6.0,0,9
F9,ATL,-16.0,0,1
OH,DFW,-13.0,0,6
WN,ATL,-16.0,0,3
YX,PIT,-4.0,0,10
DL,ATL,-7.0,0,10
AS,SMF,16.0,0,6
WN,HOU,2.0,0,1
AA,DTW,-33.0,0,2
OH,GSP,-29.0,0,10
WN,PHX,4.0,0,3
AA,DFW,28.0,0,11
AA,CLT,-12.0,0,7
NK,RSW,50.0,0,3
OO,SLC,-4.0,0,2
OO,ORD,-4.0,0,12
F9,MIA,-18.0,0,3
OH,LEX,-9.0,0,3
WN,SJU,43.0,0,12
B6,BOS,32.0,0,12
DL,ORD,34.0,0,10
9E,AEX,101.0,0,10
MQ,HOU,-16.0,0,10
B6,BQN,-15.0,0,1
AA,DFW,30.0,0,4
DL,CMH,-14.0,0,6
WN,PHX,-10.0,0,8
MQ,MAF,26.0,0,12
9E,OMA,-18.0,0,9
YX,LGA,-34.0,0,9
DL,ATL,,0,8
WN,LAS,58.0,0,10
AA,LAX,-29.0,0,7
DL,ATL,8.0,0,9
AS,ORD,-10.0,0,8
UA,TPA,-9.0,0,1
UA,EWR,8.0,0,8
G4,TYS,-13.0,0,7
MQ,GPT,-30.0,0,6
WN,ALB,-15.0,0,7
UA,SFO,-12.0,0,10
DL,CVG,-4.0,0,2
AA,FLL,12.0,0,12
UA,AUS,-18.0,0,1
YX,JFK,183.0,0,12
YX,LGA,-24.0,0,7
OO,BIS,-25.0,0,5
OH,GSO,-22.0,0,3
WN,RNO,-18.0,0,2
WN,DEN,21.0,0,3
AA,BNA,-21.0,0,4
AA,CLT,-5.0,0,2
UA,OMA,-7.0,0,8
DL,PDX,-3.0,0,11
WN,DEN,-18.0,0,3
YX,PIT,-6.0,0,10
OH,DCA,88.0,0,4
AS,SJC,38.0,0,1
UA,SFO,-23.0,0,6
UA,EWR,,1,7
NK,LAS,21.0,0,8
MQ,HSV,46.0,0,2
WN,DEN,8.0,0,10
OO,SAN,40.0,0,12
WN,MSY,17.0,0,5
AA,TPA,54.0,0,5
UA,DEN,-32.0,0,3
WN,DEN,-12.0,0,7
AA,CLT,67.0,0,3
DL,ATL,-6.0,0,7
WN,MDW,-7.0,0,9
AS,ANC,23.0,0,12
AA,TPA,1.0,0,8
HA,KOA,39.0,0,8
WN,MDW,,1,1
MQ,MIA,7.0,0,12
OO,MSP,-17.0,0,12
AA,LGA,5.0,0,9
DL,MIA,-12.0,0,2
G4,TYS,6.0,0,3
B6,MSY,-15.0,0,11
WN,MSY,-4.0,0,1
OO,LAX,-8.0,0,8
HA,OGG,3.0,0,9
UA,DEN,-25.0,0,12
AA,PHX,70.0,0,8
AA,DFW,10.0,0,6
UA,ATL,-6.0,0,1
UA,BNA,3.0,0,10
DL,DTW,15.0,0,1
UA,MSP,-1.0,0,7
WN,STL,-25.0,0,12
DL,ATL,-11.0,0,4
WN,OMA,32.0,0,6
WN,BOI,-7.0,0,11
WN,OAK,-15.0,0,6
DL,MSP,-3.0,0,5
B6,CHS,,1,12
9E,SYR,267.0,0,7
AA,DCA,-16.0,0,6
AA,MIA,-21.0,0,9
MQ,JAX,23.0,0,3
OO,SJC,-5.0,0,6
F9,LGA,-30.0,0,5
AA,DFW,160.0,0,1
WN,SLC,7.0,0,11
AA,MCO,0.0,0,10
NK,LGA,-11.0,0,2
OO,DFW,-19.0,0,10
WN,BWI,33.0,0,9
YX,BOS,-23.0,0,9
OO,SNA,6.0,0,6
WN,MIA,-6.0,0,11
OO,SGF,-19.0,0,12
AS,SFO,-21.0,0,1
YX,MSY,-23.0,0,7
AA,BOS,-35.0,0,12
DL,MCO,4.0,0,3
UA,IAD,-17.0,0,10
DL,ATL,-8.0,0,3
HA,LGB,-29.0,0,4
OH,GSP,-11.0,0,10
UA,RSW,44.0,0,3
OO,TVC,0.0,0,9
DL,SLC,26.0,0,9
UA,BWI,-26.0,0,10
